,Average Outflow,Average Inflow,Energy Consumption,Ammonia,Biological Oxygen Demand,Chemical Oxygen Demand,Total Nitrogen,Average Temperature,Maximum temperature,Minimum temperature,Atmospheric pressure,Average humidity,Total rainfall,Average visibility,Average wind speed,Maximum wind speed,Year,Month,Day
689,3.476,4.338,339308.0,29.0,370.0,760.0,61.396,13.3,18.0,10.0,0.0,64.0,0.0,10.0,21.5,38.9,2016.0,9.0,20.0
690,3.837,4.346,349075.0,38.0,360.0,720.0,61.24,9.7,11.0,9.0,0.0,87.0,0.0,10.0,23.2,27.8,2016.0,9.0,21.0
691,3.948,5.407,358562.0,32.0,380.0,740.0,55.0,9.5,12.0,7.0,0.0,80.0,0.0,10.0,14.6,27.8,2016.0,9.0,22.0
692,4.305,4.518,288059.0,29.0,370.0,670.0,61.24,10.2,14.0,7.0,0.0,72.0,0.0,10.0,14.8,27.8,2016.0,9.0,25.0
693,4.303,4.744,327217.0,28.0,350.0,720.0,58.612,10.2,16.0,5.0,0.0,71.0,0.0,9.7,13.7,31.7,2016.0,9.0,26.0
694,5.27,6.917,210444.0,23.0,300.0,590.0,53.347,10.4,15.0,7.0,0.0,75.0,0.0,9.2,19.6,31.7,2016.0,9.0,27.0
695,5.329,5.593,347807.0,27.0,360.0,740.0,59.603,14.2,17.0,11.0,0.0,66.0,0.0,10.0,33.2,51.9,2016.0,9.0,28.0
696,5.824,9.607,398328.0,31.0,422.98,845.96,63.091,11.8,15.0,9.0,0.0,79.0,0.0,10.0,14.6,31.7,2016.0,9.0,30.0
697,5.934,8.68,394396.0,30.0,300.0,610.0,54.774,15.4,22.0,9.0,0.0,64.0,0.0,9.3,36.1,61.1,2016.0,10.0,2.0
698,5.759,5.525,363677.0,20.0,260.0,490.0,53.053,12.0,15.0,10.0,0.0,64.0,0.0,10.0,27.0,42.4,2016.0,10.0,3.0
699,5.599,4.694,380550.0,25.0,340.0,570.0,41.0,9.9,16.0,6.0,0.0,70.0,0.0,9.8,30.4,64.8,2016.0,10.0,4.0
700,2.526,7.046,195490.0,30.0,360.0,650.0,62.023,12.7,19.0,9.0,0.0,71.0,0.0,10.0,23.0,37.0,2016.0,10.0,5.0
701,6.384,9.256,247582.0,27.0,460.0,730.0,60.378,20.1,25.0,17.0,0.0,50.0,0.0,10.0,36.9,48.2,2016.0,10.0,6.0
702,7.432,5.804,389808.0,34.0,340.0,590.0,55.847,15.2,20.0,11.0,0.0,65.0,0.0,10.0,36.7,83.5,2016.0,10.0,9.0
703,7.113,5.019,395208.0,26.0,310.0,660.0,58.769,9.1,16.0,5.0,0.0,69.0,0.0,9.8,26.1,53.5,2016.0,10.0,10.0
704,5.651,4.973,322883.0,18.0,320.0,560.0,53.295,10.8,14.0,5.0,0.0,70.0,0.0,10.0,19.3,40.7,2016.0,10.0,11.0
705,4.985,5.239,350181.0,34.0,410.0,750.0,60.563,9.1,15.0,4.0,0.0,75.0,0.0,9.7,18.1,38.9,2016.0,10.0,12.0
706,4.577,5.492,343520.0,34.0,340.0,760.0,60.406,9.0,14.1,2.0,0.0,67.0,0.0,10.0,13.3,24.1,2016.0,10.0,13.0
707,6.556,10.38,339821.0,29.0,290.0,620.0,48.0,12.9,21.0,7.0,0.0,74.0,0.0,9.5,19.4,37.0,2016.0,10.0,16.0
708,7.465,6.998,329858.0,24.0,320.0,590.0,52.819,13.4,18.0,9.9,0.0,58.0,0.0,9.7,22.2,29.4,2016.0,10.0,17.0
709,6.769,4.929,347406.0,30.0,360.0,690.0,60.563,8.3,16.0,3.0,0.0,72.0,0.0,10.0,19.8,40.7,2016.0,10.0,18.0
710,6.71,6.338,273169.0,29.0,360.0,730.0,62.218,11.1,15.0,7.0,0.0,53.0,0.0,0.0,19.3,53.0,2016.0,10.0,19.0
711,5.277,5.326,321799.0,30.0,370.0,770.0,61.69,16.9,21.0,14.0,0.0,43.0,0.0,0.0,47.6,74.1,2016.0,10.0,20.0
712,3.936,4.253,324576.0,20.0,240.0,660.0,58.769,9.9,13.0,5.0,0.0,70.0,0.0,9.8,17.8,33.5,2016.0,10.0,23.0
713,4.472,4.601,334776.0,29.0,350.0,670.0,61.396,13.0,15.0,9.0,0.0,66.0,0.0,10.0,18.0,50.0,2016.0,10.0,24.0
714,4.052,5.071,343844.0,26.0,340.0,780.0,59.797,18.9,23.0,14.0,0.0,44.0,0.0,0.0,29.1,50.0,2016.0,10.0,25.0
715,4.53,4.725,350836.0,37.0,360.0,1100.0,66.797,11.3,19.0,5.0,0.0,84.0,0.0,9.0,13.0,31.7,2016.0,10.0,26.0
716,3.781,4.783,374982.0,41.0,380.0,660.0,60.629,9.8,15.0,4.0,0.0,66.0,0.0,10.0,18.0,29.4,2016.0,10.0,27.0
717,3.792,4.661,265250.0,44.0,370.0,670.0,61.608,13.3,25.0,6.0,0.0,50.0,0.0,10.0,33.0,64.0,2016.0,10.0,30.0
718,5.816,10.241,290343.0,33.0,340.0,720.0,61.19,11.9,19.0,6.5,0.0,66.0,0.0,9.8,17.6,37.0,2016.0,11.0,1.0
719,7.366,8.025,312313.0,34.0,400.0,700.0,51.0,12.8,18.0,7.0,0.0,66.0,0.0,10.0,14.6,25.9,2016.0,11.0,2.0
720,6.641,5.822,311909.0,34.0,530.0,690.0,62.145,13.9,21.0,8.0,0.0,67.0,0.0,10.0,13.3,31.7,2016.0,11.0,3.0
721,5.979,5.554,317380.0,42.0,350.0,780.0,61.885,17.3,21.0,14.0,0.0,52.0,0.0,10.0,23.9,51.9,2016.0,11.0,6.0
722,4.905,4.709,308886.0,26.0,300.0,630.0,57.086,15.4,25.0,9.0,0.0,61.0,0.0,10.0,21.5,55.4,2016.0,11.0,7.0
723,3.239,4.335,275366.0,26.0,350.0,720.0,59.545,13.2,18.3,8.0,0.0,62.0,0.0,9.8,15.0,25.9,2016.0,11.0,8.0
724,2.984,3.993,302033.0,30.0,340.0,770.0,61.24,13.0,18.0,9.0,0.0,71.0,0.0,10.0,15.6,24.1,2016.0,11.0,9.0
725,2.994,4.504,297927.0,40.0,350.0,840.0,62.257,11.8,18.0,5.0,0.0,72.0,0.0,10.0,12.2,20.6,2016.0,11.0,10.0
726,3.694,3.778,289343.0,34.0,422.98,845.96,63.312,16.8,24.0,11.0,0.0,56.0,0.0,9.8,27.0,38.9,2016.0,11.0,12.0
727,4.587,4.694,306020.0,37.0,320.0,720.0,61.396,12.6,18.0,9.8,0.0,84.0,0.0,8.7,28.0,37.0,2016.0,11.0,13.0
728,3.433,3.965,151270.0,27.0,260.0,530.0,53.106,12.3,17.0,8.8,0.0,71.0,0.0,10.0,23.5,37.0,2016.0,11.0,14.0
729,3.123,3.676,232501.0,30.0,340.0,720.0,61.668,13.3,18.1,8.7,0.0,76.0,0.0,10.0,15.4,25.9,2016.0,11.0,15.0
730,2.963,3.602,350012.0,33.0,340.0,660.0,52.0,15.9,23.0,11.0,0.0,70.0,0.0,10.0,16.5,35.2,2016.0,11.0,16.0
731,2.981,3.165,349776.0,37.0,370.0,770.0,61.591,21.9,30.0,14.0,0.0,46.0,0.0,8.4,21.3,38.9,2016.0,11.0,17.0
732,3.01,3.407,272259.0,31.0,300.0,460.0,54.389,26.3,33.1,21.0,0.0,42.0,0.0,0.0,26.1,53.5,2016.0,11.0,20.0
733,3.015,3.541,295352.0,37.0,360.0,880.0,64.321,22.4,34.1,13.0,0.0,57.0,0.0,8.7,20.4,57.6,2016.0,11.0,21.0
734,2.849,3.572,351523.0,40.0,330.0,910.0,63.091,12.3,14.0,10.6,0.0,90.0,0.0,8.4,12.0,27.8,2016.0,11.0,22.0
735,2.984,3.851,346530.0,36.0,410.0,820.0,61.396,10.7,14.1,8.0,0.0,75.0,0.0,9.7,22.4,38.9,2016.0,11.0,23.0
736,3.772,4.147,279054.0,40.0,470.0,1100.0,68.183,12.6,17.0,9.0,0.0,68.0,0.0,10.0,20.4,29.4,2016.0,11.0,24.0
737,2.949,3.479,265138.0,44.0,330.0,730.0,61.504,14.2,17.0,12.0,0.0,79.0,0.0,9.3,13.0,20.6,2016.0,11.0,27.0
738,3.061,3.509,264954.0,43.0,440.0,850.0,67.0,14.9,21.0,10.0,0.0,69.0,0.0,10.0,12.2,22.2,2016.0,11.0,28.0
739,4.01,4.204,261667.0,39.0,330.0,860.0,63.136,15.4,21.0,10.0,0.0,71.0,0.0,9.5,15.6,25.9,2016.0,11.0,29.0
740,2.958,3.743,306998.0,40.0,320.0,870.0,63.091,15.0,19.2,9.0,0.0,76.0,0.0,10.0,13.3,24.1,2016.0,11.0,30.0
741,3.597,4.103,360903.0,39.0,340.0,930.0,63.155,16.7,24.0,10.9,0.0,67.0,0.0,10.0,13.0,24.1,2016.0,12.0,1.0
742,5.204,4.975,288576.0,43.0,310.0,750.0,63.521,23.3,31.0,15.7,0.0,50.0,0.0,10.0,28.9,48.2,2016.0,12.0,4.0
743,5.82,10.091,203027.0,40.0,540.0,1300.0,68.183,16.2,22.0,12.0,0.0,63.0,0.0,10.0,14.8,27.8,2016.0,12.0,5.0
744,7.274,13.368,318615.0,39.0,490.0,1200.0,68.183,14.2,21.0,8.0,0.0,64.0,0.0,10.0,12.2,27.8,2016.0,12.0,6.0
745,7.373,5.818,321522.0,44.0,520.0,1000.0,64.477,22.1,28.0,16.0,0.0,31.0,0.0,9.0,25.7,57.6,2016.0,12.0,7.0
746,5.518,4.608,361701.0,35.0,320.0,680.0,61.396,14.4,23.0,8.0,0.0,62.0,0.0,10.0,33.2,53.5,2016.0,12.0,8.0
747,5.368,5.64,324125.0,46.0,640.0,1300.0,68.183,14.7,27.0,8.0,0.0,66.0,0.0,10.0,14.8,24.1,2016.0,12.0,11.0
748,5.451,5.124,288885.0,36.0,340.0,950.0,70.0,25.7,33.0,17.0,0.0,24.0,0.0,0.0,23.0,46.5,2016.0,12.0,12.0
749,3.443,3.998,297419.0,38.0,360.0,900.0,64.321,24.6,35.2,15.0,0.0,34.0,0.0,10.0,25.9,44.6,2016.0,12.0,13.0
750,3.387,4.042,344684.0,39.0,310.0,940.0,63.312,14.2,19.0,9.0,0.0,55.0,0.0,10.0,22.0,33.5,2016.0,12.0,14.0
751,3.874,4.638,343474.0,40.0,340.0,940.0,63.155,13.9,23.0,8.0,0.0,62.0,0.0,10.0,19.3,31.7,2016.0,12.0,15.0
752,4.243,4.371,317555.0,42.0,340.0,760.0,61.051,13.3,21.0,5.6,0.0,50.0,0.0,10.0,20.0,40.7,2016.0,12.0,18.0
753,3.538,4.019,289704.0,40.0,370.0,840.0,63.312,22.9,30.0,14.0,0.0,27.0,0.0,8.7,26.1,40.7,2016.0,12.0,19.0
754,3.785,4.348,334202.0,40.0,420.0,840.0,63.155,16.4,23.0,10.0,0.0,54.0,0.0,10.0,17.6,29.4,2016.0,12.0,20.0
755,4.185,4.718,325270.0,42.0,550.0,900.0,64.477,15.9,20.0,14.0,0.0,61.0,0.0,10.0,21.1,29.4,2016.0,12.0,21.0
756,4.072,4.405,328625.0,41.0,320.0,950.0,63.091,16.6,27.0,12.0,0.0,69.0,0.0,10.0,16.5,29.4,2016.0,12.0,22.0
757,4.073,4.073,296143.0,42.0,422.98,845.96,64.164,22.6,32.0,15.0,0.0,53.0,0.0,10.0,13.7,27.8,2016.0,12.0,23.0
758,4.052,4.51,193270.0,58.0,422.98,845.96,63.664,19.4,27.2,17.0,0.0,79.0,0.0,9.7,12.0,24.1,2016.0,12.0,26.0
759,3.256,3.949,198034.0,50.0,310.0,820.0,61.991,24.1,28.0,21.0,0.0,72.0,0.0,9.7,17.0,48.2,2016.0,12.0,27.0
760,3.339,3.775,221962.0,41.0,540.0,910.0,62.0,30.2,38.0,26.0,0.0,44.0,0.0,0.0,30.9,68.3,2016.0,12.0,28.0
761,3.727,4.063,249398.0,26.0,320.0,740.0,61.238,23.8,34.0,19.0,0.0,82.0,0.0,8.0,18.0,44.6,2016.0,12.0,29.0
762,3.167,3.966,243256.0,30.0,422.98,845.96,63.683,21.2,30.0,16.0,0.0,63.0,0.0,10.0,16.5,27.8,2016.0,12.0,30.0
763,3.775,4.088,248758.0,49.0,260.0,640.0,61.76,15.6,18.0,14.0,0.0,72.0,0.0,0.0,20.9,33.5,2017.0,1.0,2.0
764,3.35,4.002,273805.0,50.0,320.0,790.0,62.16,17.4,26.0,15.0,0.0,70.0,0.0,0.0,15.4,27.8,2017.0,1.0,3.0
765,6.518,13.246,315502.0,38.0,340.0,700.0,61.24,23.7,30.0,18.0,0.0,60.0,0.0,0.0,17.4,27.8,2017.0,1.0,4.0
766,7.904,18.968,289960.0,42.0,330.0,820.0,63.169,23.1,33.0,16.0,0.0,60.0,0.0,0.0,15.7,31.7,2017.0,1.0,5.0
767,7.92,13.169,234544.0,42.0,320.0,740.0,63.169,21.5,34.0,17.0,0.0,64.0,0.0,0.0,19.4,31.7,2017.0,1.0,8.0
768,7.913,9.306,273650.0,39.0,330.0,770.0,62.16,19.5,24.0,17.0,0.0,71.0,0.0,0.0,11.7,18.3,2017.0,1.0,9.0
769,7.895,6.691,289576.0,41.0,380.0,960.0,64.32,20.7,29.0,15.0,0.0,63.0,0.0,0.0,16.1,31.7,2017.0,1.0,10.0
770,7.718,5.659,226540.0,39.0,340.0,830.0,54.0,17.9,26.0,11.0,0.0,63.0,0.0,0.0,16.7,37.0,2017.0,1.0,11.0
771,7.582,6.369,221330.0,39.0,380.0,920.0,64.522,22.7,29.0,18.0,0.0,48.0,0.0,0.0,15.2,35.2,2017.0,1.0,12.0
772,7.387,6.011,208333.0,49.0,400.0,780.0,62.019,16.7,22.0,12.7,0.0,64.0,0.0,0.0,10.7,25.9,2017.0,1.0,15.0
773,7.477,6.474,210266.0,37.0,360.0,1000.0,65.374,26.0,34.0,19.0,0.0,34.0,0.0,0.0,14.3,29.4,2017.0,1.0,16.0
774,4.182,5.151,257722.0,46.0,360.0,910.0,65.486,25.1,37.2,14.0,0.0,37.0,0.0,8.9,19.8,35.2,2017.0,1.0,17.0
775,2.987,4.138,308029.0,50.0,420.0,1200.0,67.656,15.7,21.0,10.0,0.0,57.0,0.0,51.8,21.7,35.2,2017.0,1.0,18.0
776,3.119,4.229,330675.0,37.0,520.0,1300.0,68.82,19.1,25.0,15.0,0.0,61.0,0.0,7.7,15.4,38.9,2017.0,1.0,19.0
777,5.577,6.706,267534.0,51.0,270.0,720.0,63.393,23.6,31.0,19.0,0.0,58.0,0.0,0.0,13.3,37.0,2017.0,1.0,22.0
778,6.693,5.424,258182.0,46.0,350.0,1000.0,62.0,26.1,36.4,18.0,0.0,45.0,0.0,0.0,21.5,37.0,2017.0,1.0,23.0
779,5.975,5.579,307794.0,36.0,370.0,1100.0,67.656,17.0,23.0,10.0,0.0,56.0,0.0,0.0,20.9,35.2,2017.0,1.0,24.0
780,7.04,6.513,290872.0,55.0,350.0,790.0,61.539,17.9,21.2,16.0,0.0,67.0,0.0,0.0,16.7,25.9,2017.0,1.0,26.0
781,6.926,6.404,254138.0,55.0,480.0,1300.0,68.82,22.8,28.0,16.0,0.0,55.0,0.0,0.0,17.2,33.5,2017.0,1.0,29.0
782,5.138,5.337,204002.0,47.0,350.0,820.0,62.384,21.7,30.0,15.6,0.0,55.0,0.0,51.8,21.9,51.9,2017.0,1.0,30.0
783,3.724,4.601,278886.0,29.0,460.0,1000.0,63.838,17.5,22.0,12.0,0.0,54.0,0.0,0.0,16.1,27.8,2017.0,1.0,31.0
784,3.624,4.609,285228.0,45.0,510.0,920.0,65.114,16.4,20.3,10.0,0.0,59.0,0.0,0.0,11.9,24.1,2017.0,2.0,1.0
785,3.479,4.44,291341.0,47.0,510.0,910.0,65.114,18.2,25.0,13.0,0.0,60.0,0.0,0.0,13.3,31.7,2017.0,2.0,2.0
786,4.518,5.269,255289.0,27.0,770.0,1300.0,68.82,25.3,30.0,19.0,0.0,66.0,0.0,8.2,20.6,31.7,2017.0,2.0,5.0
787,5.945,5.635,283990.0,27.0,310.0,610.0,46.0,15.4,19.0,14.6,0.0,65.0,0.0,0.0,20.7,25.9,2017.0,2.0,6.0
788,5.292,5.215,277078.0,38.0,360.0,930.0,64.412,20.3,28.0,15.0,0.0,68.0,0.0,0.0,12.8,42.4,2017.0,2.0,7.0
789,3.021,4.03,295661.0,40.0,360.0,810.0,63.051,29.8,35.0,25.0,0.0,40.0,0.0,0.0,43.5,64.8,2017.0,2.0,8.0
790,3.055,3.994,273697.0,39.0,350.0,670.0,63.326,22.7,37.0,16.9,0.0,71.0,0.0,0.0,19.1,57.6,2017.0,2.0,9.0
791,5.635,6.172,237793.0,49.0,350.0,810.0,62.119,15.0,20.0,12.9,0.0,60.0,0.0,0.0,28.5,46.5,2017.0,2.0,12.0
792,3.532,4.457,264397.0,45.0,370.0,800.0,62.374,16.2,21.0,13.0,0.0,70.0,0.0,0.0,20.9,35.2,2017.0,2.0,13.0
793,3.558,4.448,325099.0,40.0,490.0,880.0,65.114,13.9,22.0,8.0,0.0,68.0,0.0,0.0,15.9,40.7,2017.0,2.0,14.0
794,4.443,4.629,320327.0,36.0,360.0,920.0,64.958,22.5,32.0,16.8,0.0,46.0,0.0,0.0,21.1,44.6,2017.0,2.0,15.0
795,4.283,4.488,288086.0,38.0,420.0,990.0,63.728,17.8,25.0,11.0,0.0,70.0,0.0,0.0,14.1,29.4,2017.0,2.0,16.0
796,3.007,4.33,287587.0,42.0,460.0,1000.0,64.523,12.2,17.0,9.0,0.0,73.0,0.0,51.5,24.4,38.9,2017.0,2.0,19.0
797,4.988,5.497,310907.0,35.0,330.0,750.0,61.396,14.3,21.0,8.0,0.0,62.0,0.0,0.0,19.6,40.7,2017.0,2.0,20.0
798,4.326,5.284,366068.0,40.0,390.0,930.0,63.949,17.6,24.0,11.0,0.0,49.0,0.0,0.0,15.2,33.5,2017.0,2.0,21.0
799,4.285,4.747,349201.0,41.0,370.0,840.0,66.0,23.7,33.0,13.0,0.0,34.0,0.0,0.0,23.7,48.2,2017.0,2.0,22.0
800,5.032,5.844,323395.0,42.0,440.0,950.0,63.792,19.4,26.0,15.0,0.0,64.0,0.0,0.0,19.3,24.1,2017.0,2.0,23.0
801,4.421,4.431,305186.0,46.0,300.0,760.0,61.757,21.6,29.0,14.0,0.0,53.0,0.0,0.0,14.8,44.6,2017.0,2.0,26.0
802,4.615,5.428,304202.0,40.0,410.0,840.0,64.801,25.1,33.0,15.0,0.0,36.0,0.0,0.0,15.9,29.4,2017.0,2.0,28.0
803,4.174,5.128,298728.0,39.0,390.0,1100.0,67.744,21.8,32.3,12.0,0.0,47.0,0.0,5.5,11.1,25.9,2017.0,3.0,1.0
804,3.957,4.711,283244.0,36.0,520.0,940.0,65.59,20.7,26.0,17.0,0.0,73.0,0.0,9.7,18.5,27.8,2017.0,3.0,2.0
805,3.923,4.222,258740.0,40.0,320.0,790.0,62.16,20.4,26.0,17.0,0.0,70.0,0.0,10.0,24.3,31.7,2017.0,3.0,5.0
806,3.694,4.558,240628.0,38.0,440.0,910.0,64.477,19.1,27.0,11.0,0.0,60.0,0.0,10.0,20.4,37.0,2017.0,3.0,6.0
807,4.533,4.342,329796.0,32.0,460.0,1100.0,67.544,19.3,27.0,11.8,0.0,54.0,0.0,0.0,13.7,27.8,2017.0,3.0,7.0
808,3.36,4.816,256277.0,35.0,430.0,960.0,65.486,22.4,31.0,14.0,0.0,39.0,0.0,0.0,17.0,35.2,2017.0,3.0,8.0
809,3.174,4.521,280493.0,38.0,160.0,1000.0,68.0,23.6,32.0,14.0,0.0,36.0,0.0,0.0,12.0,27.8,2017.0,3.0,9.0
810,5.469,4.714,318664.0,29.0,422.98,845.96,63.728,20.6,27.0,15.8,0.0,68.0,0.0,10.0,10.9,22.2,2017.0,3.0,10.0
811,3.166,3.348,242941.0,43.0,310.0,720.0,62.16,20.8,26.0,16.0,0.0,73.0,0.0,9.8,15.2,27.8,2017.0,3.0,13.0
812,3.147,4.827,237300.0,40.0,550.0,960.0,66.354,25.9,32.0,20.8,0.0,43.0,0.0,0.0,18.5,40.7,2017.0,3.0,14.0
813,5.436,6.533,262160.0,42.0,520.0,870.0,66.354,26.8,34.0,20.0,0.0,43.0,0.0,9.7,29.8,48.2,2017.0,3.0,15.0
814,5.072,4.903,287993.0,50.0,600.0,910.0,65.59,17.9,23.0,13.0,0.0,66.0,0.0,10.0,20.7,31.7,2017.0,3.0,16.0
815,4.711,4.894,292123.0,46.0,360.0,820.0,62.795,25.1,33.0,18.9,0.0,42.0,0.0,0.0,13.5,31.7,2017.0,3.0,19.0
816,3.383,4.404,301248.0,42.0,330.0,850.0,69.0,21.9,28.3,18.7,0.0,83.0,0.0,8.4,11.9,29.4,2017.0,3.0,20.0
817,3.949,4.245,305637.0,43.0,350.0,860.0,63.728,20.7,27.0,17.0,0.0,89.0,0.0,6.9,18.3,29.4,2017.0,3.0,21.0
818,1.874,4.168,269781.0,44.0,440.0,960.0,64.412,17.3,21.0,14.0,0.0,83.0,0.0,10.0,23.9,37.0,2017.0,3.0,22.0
819,4.805,4.036,271353.0,58.0,530.0,910.0,65.59,17.4,24.0,12.0,0.0,74.0,0.0,10.0,14.4,27.8,2017.0,3.0,23.0
820,3.042,4.295,237360.0,50.0,520.0,1100.0,68.82,22.2,28.0,19.0,0.0,67.0,0.0,10.0,21.1,55.4,2017.0,3.0,26.0
821,3.746,4.119,252600.0,41.0,370.0,780.0,62.628,17.1,31.0,10.0,0.0,67.0,0.0,9.8,21.9,61.1,2017.0,3.0,27.0
822,3.172,4.191,250282.0,46.0,520.0,1100.0,68.82,18.4,24.1,12.0,0.0,53.0,0.0,10.0,14.6,27.8,2017.0,3.0,28.0
823,3.853,4.08,261043.0,42.0,200.0,880.0,63.995,16.1,27.0,8.0,0.0,58.0,0.0,9.2,23.7,46.5,2017.0,3.0,29.0
824,3.114,4.073,224420.0,41.0,420.0,830.0,63.995,12.3,18.0,9.0,0.0,67.0,0.0,10.0,17.2,33.5,2017.0,3.0,30.0
825,3.071,4.069,250990.0,47.0,340.0,1100.0,71.0,12.6,0.0,6.0,0.0,62.0,0.0,10.0,22.0,33.5,2017.0,4.0,2.0
826,4.878,4.137,263371.0,43.0,520.0,920.0,65.114,14.1,21.0,7.0,0.0,61.0,0.0,10.0,10.4,16.5,2017.0,4.0,3.0
827,4.275,4.058,240560.0,48.0,530.0,880.0,65.114,16.8,25.0,10.0,0.0,48.0,0.0,0.0,14.4,29.4,2017.0,4.0,4.0
828,4.446,4.091,242268.0,43.0,440.0,920.0,63.995,18.0,25.0,12.0,0.0,43.0,0.0,0.0,20.2,33.0,2017.0,4.0,5.0
829,3.116,6.464,260517.0,48.0,370.0,980.0,63.995,19.1,26.0,11.9,0.0,36.0,0.0,0.0,19.8,35.2,2017.0,4.0,6.0
830,5.465,4.703,258211.0,42.0,270.0,760.0,61.69,11.2,13.0,9.0,0.0,87.0,0.0,7.6,27.0,44.6,2017.0,4.0,9.0
831,5.964,6.066,284125.0,39.0,230.0,680.0,61.885,12.2,14.0,10.9,0.0,55.0,0.25,9.8,23.0,40.7,2017.0,4.0,10.0
832,5.189,12.893,321321.0,40.0,350.0,890.0,63.792,14.3,18.0,10.6,0.0,53.0,0.0,9.7,15.2,27.8,2017.0,4.0,11.0
833,7.488,6.878,270400.0,39.0,360.0,920.0,64.32,13.8,19.0,9.0,0.0,50.0,0.0,9.8,11.5,14.8,2017.0,4.0,12.0
834,7.19,6.211,244740.0,44.0,340.0,840.0,64.256,13.9,18.0,10.0,0.0,83.0,0.0,10.0,9.1,16.5,2017.0,4.0,17.0
835,5.845,5.393,313001.0,44.0,430.0,810.0,74.0,15.4,21.0,10.0,0.0,79.0,0.0,5.8,9.8,16.0,2017.0,4.0,18.0
836,6.122,5.219,259369.0,45.0,370.0,810.0,62.569,21.3,26.0,18.0,0.0,49.0,0.0,0.0,26.5,40.7,2017.0,4.0,19.0
837,5.734,5.13,258002.0,41.0,390.0,810.0,62.371,20.2,26.0,15.8,0.0,57.0,0.0,9.0,21.7,44.6,2017.0,4.0,20.0
838,3.878,4.941,257330.0,47.0,340.0,720.0,61.834,17.3,21.1,15.0,0.0,83.0,0.0,9.5,6.9,22.2,2017.0,4.0,23.0
839,4.374,4.473,287772.0,29.0,200.0,490.0,54.389,13.8,18.0,9.0,0.0,79.0,0.0,9.3,19.1,35.2,2017.0,4.0,25.0
840,4.884,6.368,316517.0,27.0,170.0,845.96,61.118,5.8,13.0,6.5,0.0,74.0,0.0,9.8,23.5,48.2,2017.0,4.0,26.0
841,6.102,6.053,322863.0,35.0,300.0,540.0,55.605,11.5,15.0,10.8,0.0,75.0,0.0,10.0,15.6,31.7,2017.0,4.0,27.0
842,6.1,6.794,344321.0,44.0,350.0,620.0,59.879,13.7,16.0,10.0,0.0,63.0,0.0,10.0,16.5,25.0,2017.0,4.0,30.0
843,6.119,6.55,328402.0,58.0,320.0,870.0,63.728,13.0,18.3,7.0,0.0,74.0,1.02,10.0,18.0,29.4,2017.0,5.0,1.0
844,6.123,6.12,311566.0,58.0,340.0,1000.0,67.0,9.3,14.0,7.0,0.0,74.0,0.0,10.0,15.7,31.7,2017.0,5.0,2.0
845,4.98,5.69,312726.0,58.0,360.0,780.0,60.792,9.4,14.0,4.0,0.0,72.0,0.0,10.0,12.6,20.6,2017.0,5.0,3.0
846,4.776,5.259,317632.0,58.0,450.0,960.0,63.004,9.9,16.0,4.0,0.0,70.0,0.0,0.0,11.7,22.2,2017.0,5.0,4.0
847,3.886,4.829,292509.0,81.0,310.0,760.0,60.891,10.0,14.0,6.8,0.0,73.0,0.0,10.0,18.3,33.5,2017.0,5.0,7.0
848,4.398,4.399,289568.0,47.0,320.0,740.0,61.533,11.4,15.0,9.6,0.0,89.0,0.0,10.0,13.9,25.9,2017.0,5.0,8.0
849,4.712,4.603,321937.0,46.0,270.0,990.0,62.894,11.2,15.0,6.0,0.0,82.0,0.0,10.0,9.6,18.3,2017.0,5.0,9.0
850,5.368,4.845,219198.0,44.0,320.0,845.96,63.467,10.4,17.0,4.7,0.0,78.0,0.0,10.0,12.0,20.6,2017.0,5.0,10.0
851,3.668,4.821,320927.0,45.0,360.0,890.0,62.894,10.4,16.0,4.9,0.0,77.0,0.0,9.0,12.6,25.9,2017.0,5.0,11.0
852,3.993,4.872,361560.0,50.0,370.0,830.0,62.894,10.5,13.2,6.8,0.0,87.0,0.0,8.9,8.9,14.8,2017.0,5.0,14.0
853,4.086,4.149,319684.0,47.0,340.0,860.0,62.894,9.6,15.0,3.9,0.0,89.0,0.0,9.5,9.3,14.8,2017.0,5.0,15.0
854,3.89,4.086,300436.0,49.0,350.0,960.0,70.0,13.2,18.0,10.9,0.0,74.0,0.0,10.0,16.3,29.4,2017.0,5.0,16.0
855,3.912,3.922,324302.0,50.0,370.0,850.0,63.728,12.7,15.0,7.9,0.0,77.0,0.0,0.0,9.4,15.5,2017.0,5.0,17.0
856,3.003,4.423,309520.0,44.0,370.0,970.0,63.728,13.2,19.0,9.0,0.0,75.0,0.0,0.0,7.4,31.7,2017.0,5.0,18.0
857,4.742,4.541,274613.0,46.0,330.0,910.0,63.885,13.9,17.0,11.0,0.0,82.0,0.0,10.0,23.3,35.2,2017.0,5.0,21.0
858,2.966,3.358,291639.0,48.0,340.0,830.0,63.949,15.8,19.0,13.7,0.0,66.0,0.0,10.0,32.4,50.0,2017.0,5.0,22.0
859,5.711,4.672,290715.0,48.0,370.0,930.0,63.885,13.3,18.0,8.0,0.0,76.0,0.0,10.0,21.1,35.2,2017.0,5.0,23.0
860,6.207,4.209,365619.0,50.0,470.0,990.0,65.114,13.4,17.0,11.7,0.0,67.0,0.0,10.0,16.5,33.5,2017.0,5.0,24.0
